TABLE_NAME;NOTE;ACTIVE;DATA_TYPE;REFRESH_PERIOD;DELETE_PERIOD;FROM_CLAUSE;WHERE_CLAUSE;DATA_LEVEL;PARENT_LEVEL;PARENT2_LEVEL;VENDOR_ID;PARTITION_ID;DATE_FIELD;NE_FIELD;LOAD_TYPE;DATE_AGGREGATE_TYPES;RAW_TABLE_COUNT
SGGSNI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_GSNOVER_NO_OWNER A,NORTHI_DATA.LIST_SGSNE_GSN X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.GSN_NAME;PRIO;SGSN;NULL;16;69;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGGTP;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_GTP_GTP_U_IND A,
NORTHI_PARSER.SGSN_GTP_GTP_IND B,
NORTHI_DATA.LIST_SGSNE X";A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';2
SGHHO;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_MOBIL_MAN_HHO_G_IND A,NORTHI_DATA.LIST_SGSNE X;A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGICMPI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_ICMP_ICMP A,NORTHI_DATA.LIST_SGSNE_ICMP X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;NET;SLOT;MAG;16;70;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGIPIFI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_IPINTERFACE_IF A,NORTHI_DATA.LIST_SGSNE_IPIF X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.IPIF_NAME;IPIF;SGSN;NULL;16;71;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGIPI;NULL;1;15Mins;60;15;"(SELECT SGSN_NAME, DATA_DATE,
SUM(C00001) C00001,
SUM(C00002) C00002,
SUM(C00003) C00003,
SUM(C00004) C00004,
SUM(C00005) C00005,
SUM(C00006) C00006,
SUM(C00007) C00007,
SUM(C00008) C00008,
SUM(C00009) C00009,
SUM(C00010) C00010,
SUM(C00011) C00011,
SUM(C00012) C00012
FROM NORTHI_PARSER.SGSN_IP_IP A
WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+0.8/24 
GROUP BY SGSN_NAME, DATA_DATE
) A, 

NORTHI_DATA.LIST_SGSNE_ICMP X";A.SGSN_NAME=X.SGSN_NAME;NET;SLOT;MAG;16;70;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGIRATHO;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_MOBIL_MAN_IRATHO_U_IND A,
NORTHI_PARSER.SGSN_MOBIL_MAN_IRATHO_G_IND B,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND 
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';2
SGISP;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_ISP_NO_OWNER_IND A,NORTHI_DATA.LIST_SGSNE X;A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGISYSC;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_WCDMA_GSN_SYS_ISYSC_IND A,
NORTHI_PARSER.SGSN_MOBIL_MAN_ISYSC_IND B,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';2
SGLLC;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_LLC_NO_OWNER_IND A,NORTHI_DATA.LIST_SGSNE X;A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGMM;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_ISP_MM_G_IND A,
NORTHI_PARSER.SGSN_ISP_MM_U_IND B,
NORTHI_PARSER.SGSN_MOBIL_MAN_MM_G_IND C,
NORTHI_PARSER.SGSN_MOBIL_MAN_MM_U_IND D,
NORTHI_PARSER.SGSN_MOBIL_MAN_NO_OWNER_G_IND E,
NORTHI_PARSER.SGSN_MOBIL_MAN_NO_OWNER_U_IND F,
NORTHI_PARSER.SGSN_MOBIL_MAN_NO_OWNER_IND G,
NORTHI_PARSER.SGSN_MOBIL_MAN_MM_IND H,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND 
A.SGSN_NAME=D.SGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND
A.SGSN_NAME=E.SGSN_NAME AND A.DATA_DATE=E.DATA_DATE AND
A.SGSN_NAME=F.SGSN_NAME AND A.DATA_DATE=F.DATA_DATE AND
A.SGSN_NAME=G.SGSN_NAME AND A.DATA_DATE=G.DATA_DATE AND
A.SGSN_NAME=H.SGSN_NAME AND A.DATA_DATE=H.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';8
SGNSVCNONI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_NETWORKSERVICE_NS_IND A,NORTHI_DATA.LIST_SGSNE X;A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGOSPFAREAI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_OSPFAREA_OSPF A,NORTHI_DATA.LIST_SGSNE_OSPF_AREA X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;AREA;NET;SLOT;16;73;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGOSPFIFI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_OSPFINTERFACE_OSPF A,NORTHI_DATA.LIST_SGSNE_OSPF_IPIF X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;IPIF;NET;SLOT;16;74;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGOSPFNEIGHI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_OSPFNEIGHBOUR_OSPF A,NORTHI_DATA.LIST_SGSNE_OSPF_NBR X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;NBR;NET;SLOT;16;75;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGOSPFSLOTI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_OSPFNETWORK_OSPF A,NORTHI_DATA.LIST_SGSNE_ICMP X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;NET;SLOT;MAG;16;70;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGOVERLOAD;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_GSNOVER_NO_OWNER_IND A,NORTHI_DATA.LIST_SGSNE X;A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGOVERLOAD1I;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_GSNOVER_NO_OWNER_U A,NORTHI_DATA.LIST_SGSNE_MAGSLOT X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;SLOT;MAG;SGSN;16;76;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGQOS;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_QUALITYOFSERV_QOS_G_IND A,
NORTHI_PARSER.SGSN_QUALITYOFSERV_QOS_U_IND B,
NORTHI_PARSER.SGSN_QUALITYOFSERV_QOS_IND C,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';3
SGRELOC;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_MOBIL_MAN_RELOC_IND A,
NORTHI_DATA.LIST_SGSNE X";A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGRNC;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_RNC_RNC A,NORTHI_DATA.LIST_SGSNE_RNC X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.RNC_NAME;RNC;SGSN;NW;16;77;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGSCTP;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_SCTP_SCTP A,NORTHI_DATA.LIST_SGSNE_SCTP X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.SCTP_NAME;SCTP;SGSN;NW;16;78;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGSNDCP;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_SNDCP_NO_OWNER_IND A,NORTHI_DATA.LIST_SGSNE X;A.SGSN_NAME=X.SGSN_NAME;NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGSSREMOTESP;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_SS7REMOTESP_SS7 A,NORTHI_DATA.LIST_SGSNE_RMT X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;LCL;RMT;SGSN;16;79;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGSS7TCAP1I;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_SS7SSN_SS7 A,NORTHI_DATA.LIST_SGSNE_SS7 X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.IF_NAME;IF;SGSN;NW;16;80;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGSYSNOI;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_IBXX_GPBSYSRES_SYS_G_IND A,
NORTHI_PARSER.SGSN_IBXX_GPBSYSRES_SYS_U_IND B,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND
A.SGSN_NAME=X.SGSN_NAME";SLOT;MAG;SGSN;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';2
SGSEC;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_SECURITY_NO_OWNER_IND A,
NORTHI_PARSER.SGSN_SECURITY_SEC_G_IND B,
NORTHI_PARSER.SGSN_SECURITY_SEC_U_IND C,
NORTHI_PARSER.SGSN_SECURITY_SEC_IND D,
NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND 
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND 
A.SGSN_NAME=D.SGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND 
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';4
SGSM;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_SES_MAN_SM_U_IND A,

NORTHI_PARSER.SGSN_SES_MAN_SM_G_IND B,

NORTHI_PARSER.SGSN_SES_MAN_SM_IND C,

NORTHI_PARSER.SGSN_SES_MAN_SM_E_IND D,

NORTHI_PARSER.SGSN_SES_MAN_NO_OWNER_IND E,

NORTHI_DATA.LIST_SGSNE X";"A.SGSN_NAME=B.SGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND A.MOID=B.MOID AND
A.SGSN_NAME=C.SGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND A.MOID=C.MOID AND
A.SGSN_NAME=D.SGSN_NAME AND A.DATA_DATE=D.DATA_DATE AND A.MOID=D.MOID AND
A.SGSN_NAME=E.SGSN_NAME AND A.DATA_DATE=E.DATA_DATE AND A.MOID=E.MOID AND
A.SGSN_NAME=X.SGSN_NAME";NULL;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';5
BSS_STATISTICS;NULL;1;HOURLY;5;30;"HIZIR2.SR_INTERFACE_PAGING C1 LEFT OUTER JOIN 
(
SELECT BSCID,DATA_DATE,SUM(C73415210) C73415210
FROM HIZIR2.SR_XPU_MEAS
WHERE DATA_DATE = XDATA_DATE 
GROUP BY BSCID,DATA_DATE
) C4 ON (C1.NETWORK_ID=C4.BSCID AND C1.DATA_DATE=C4.DATA_DATE) LEFT OUTER JOIN
HIZIR2.SR_A_INTER_CIRCUIT_PER_TC_S C2 ON (C4.BSCID=C2.NETWORK_ID AND C4.DATA_DATE=C2.DATA_DATE) LEFT OUTER JOIN
HIZIR2.SR_A_INTERFACE_CIRCUIT C3 ON (C2.NETWORK_ID=C3.NETWORK_ID AND C2.DATA_DATE=C3.DATA_DATE) LEFT OUTER JOIN
(
SELECT DISTINCT MAIN_REGION_ID,SUB_REGION_ID,OMC_ID,CLUSTER_ID,REGION_ID, BSC_ID,'YYY' XXX,MAIN_REGION_NAME,SUB_REGION_NAME,OMC_NAME,CLUSTER_NAME,REGION_NAME, BSC_NAME 
FROM NORTHI_DATA.OMC_BSC_BTS_CELL_LIST WHERE STATE_CELL=0 
) X 
ON (C3.NETWORK_ID=X.BSC_ID )";C1.DATA_DATE=XDATA_DATE ;BSC;NULL;NULL;5;118;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';4
CARRSTS;NULL;1;HOURLY;5;30;"HIZIR2.SR_RECEIVE_QUAL_MEAS_PER_TRX CR,
HIZIR2.SR_CUSTOMIZED_MRS_PER_TRX M,
HIZIR2.SR_BAND_MEAS_PER_TRX E, 
HIZIR2.SR_UPDOWNLNK_BALANCE_PER_TRX F, 
HIZIR2.SR_NUMBER_OF_MRS_BASED_PER_TRX G,
NORTHI_DATA.CARRIER_LIST D, 
NORTHI_DATA.OMC_BSC_BTS_CELL_LIST EE,
HIZIR2.SR_RADIO_L_FAILURE_MEAS_TA_TRX H LEFT OUTER JOIN 
HIZIR2.SR_CHANNEL_SEIZURE_MEAS_PR_TRX I ON (H.NETWORK_ID = I.NETWORK_ID AND H.DATA_DATE = I.DATA_DATE),
HIZIR2.SR_FRAME_ERASION_RATE_PER_TRX J,
HIZIR2.SR_DOWNLINK_VQI_PER_TRX K";"CR.NETWORK_ID=E.NETWORK_ID AND CR.DATA_DATE=E.DATA_DATE AND 
CR.NETWORK_ID=F.NETWORK_ID AND CR.DATA_DATE=F.DATA_DATE AND 
CR.DATA_DATE=M.DATA_DATE AND CR.NETWORK_ID=M.NETWORK_ID AND 
CR.DATA_DATE=G.DATA_DATE AND CR.NETWORK_ID=G.NETWORK_ID AND 
CR.NETWORK_ID=D.NETWORK_ID AND D.PARENT_ID=EE.CELL_ID AND CR.DATA_DATE=XDATA_DATE AND
CR.NETWORK_ID = H.NETWORK_ID AND CR.DATA_DATE = H.DATA_DATE AND 
CR.NETWORK_ID = J.NETWORK_ID AND CR.DATA_DATE = J.DATA_DATE AND
CR.NETWORK_ID = K.NETWORK_ID AND CR.DATA_DATE = K.DATA_DATE";TRX;CELL;BSC;5;31;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';7
CARRSTS;NULL;1;HOURLY;5;30;HIZIR2.CARRIER_STATISTICS CR,HIZIR2.CARRIER_STATISTIC2 B,HIZIR2.CARRIER_STATISTIC3 C,NORTHI_DATA.CARRIER_LIST D, NORTHI_DATA.OMC_BSC_BTS_CELL_LIST E, HIZIR2.CARRIER_STATISTIC4 F;CR.NETWORK_ID=D.NETWORK_ID AND D.PARENT_ID=E.CELL_ID AND CR.NETWORK_ID=B.NETWORK_ID AND CR.FRAGMENT_DATE=B.FRAGMENT_DATE AND CR.NETWORK_ID=C.NETWORK_ID AND CR.FRAGMENT_DATE=C.FRAGMENT_DATE AND CR.NETWORK_ID=F.NETWORK_ID AND CR.FRAGMENT_DATE=F.FRAGMENT_DATE AND CR.FRAGMENT_DATE=XDATA_DATE;TRX;CELL;BSC;1;31;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';4
CELLGPRS;NULL;1;HOURLY;30;60;HIZIR2.CELL_STATISTICS_1 C1,HIZIR2.CELL_STATISTICS_2 C2, HIZIR2.CELL_STATISTICS_3 C3, NORTHI_DATA.OMC_BSC_BTS_CELL_LIST D;C1.NETWORK_ID=D.CELL_ID AND C1.FRAGMENT_DATE=XDATA_DATE AND C1.FRAGMENT_DATE=C2.FRAGMENT_DATE AND C1.NETWORK_ID=C2.NETWORK_ID AND C1.NETWORK_ID=C3.NETWORK_ID AND C1.FRAGMENT_DATE=C3.FRAGMENT_DATE;CELL;NULL;NULL;1;32;FRAGMENT_DATE;NETWORK_ID;1;DA','5WA','7WA','5MA','7MA';3
CELLGPRS;NULL;1;HOURLY;5;30;HIZIR2.SR_UPLNK_GPRS_TBF_ESTAB_CAPA C1,HIZIR2.SR_PACKET_ASSIGN_CAPA B,HIZIR2.SR_UPLNK_EGPRS_RLC_DT_CAPA C,HIZIR2.SR_DWLNK_GPRS_RLC_DT_CAPA D,HIZIR2.SR_PACKET_ACC_CAPA E,HIZIR2.SR_UPLNK_GPRS_RLC_DT_CAPA F,HIZIR2.SR_DWLNK_EGPRS_RLC_DT_CAPA G,HIZIR2.SR_PDCH_RESOURCE_CAPA H,HIZIR2.SR_UPLNK_EGPRS_TBF_ESTAB_CAPA J,HIZIR2.SR_DWLNK_EGPRS_TBF_ESTAB_CAPA K,HIZIR2.SR_DWLNK_GPRS_TBF_ESTAB_CAPA L,HIZIR2.SR_ABIS_RESOURCE_CAPA M,NORTHI_DATA.OMC_BSC_BTS_CELL_LIST X;C1.DATA_DATE=XDATA_DATE AND C1.NETWORK_ID=B.NETWORK_ID AND C1.DATA_DATE=B.DATA_DATE AND C1.NETWORK_ID=C.NETWORK_ID AND C1.DATA_DATE=C.DATA_DATE AND C1.NETWORK_ID=D.NETWORK_ID AND C1.DATA_DATE=D.DATA_DATE AND C1.NETWORK_ID=E.NETWORK_ID AND C1.DATA_DATE=E.DATA_DATE AND C1.NETWORK_ID=F.NETWORK_ID AND C1.DATA_DATE=F.DATA_DATE AND C1.NETWORK_ID=G.NETWORK_ID AND C1.DATA_DATE=G.DATA_DATE AND C1.NETWORK_ID=H.NETWORK_ID AND C1.DATA_DATE=H.DATA_DATE AND C1.NETWORK_ID=J.NETWORK_ID AND C1.DATA_DATE=J.DATA_DATE AND C1.NETWORK_ID=K.NETWORK_ID AND C1.DATA_DATE=K.DATA_DATE AND C1.NETWORK_ID=L.NETWORK_ID AND C1.DATA_DATE=L.DATA_DATE AND C1.NETWORK_ID=M.NETWORK_ID AND C1.DATA_DATE=M.DATA_DATE AND C1.NETWORK_ID=X.CELL_ID;CELL;NULL;NULL;5;32;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';12
CELLHO;NULL;1;HOURLY;60;60;HIZIR2.SR_GSM_CELL_TO_GSM_CELL_OUT C1, NORTHI_DATA.OMC_BSC_BTS_CELL_LIST X;C1.NETWORK_ID=X.CELL_ID AND C1.DATA_DATE=XDATA_DATE;CELL;CELL;BTS;5;40;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
CELLSTS;NULL;1;HOURLY;5;30;HIZIR2.CELL_STATISTICS_1 C1,HIZIR2.CELL_STATISTICS_2 C2,HIZIR2.CELL_STATISTICS_3 C3, NORTHI_DATA.OMC_BSC_BTS_CELL_LIST D;C1.NETWORK_ID=D.CELL_ID AND C1.FRAGMENT_DATE=XDATA_DATE  AND C1.FRAGMENT_DATE=C2.FRAGMENT_DATE AND C1.NETWORK_ID=C2.NETWORK_ID AND C1.NETWORK_ID=C3.NETWORK_ID AND C1.FRAGMENT_DATE=C3.FRAGMENT_DATE;CELL;BTS;BSC;1;30;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';3
